Model;Brand;year;quarter;month;month_id;Audio_jack;battery_removable;battery_amps;battery_type;Bluetooth;Display_type;aspect_ratio;screen_body_ratio;GPS;Radio;ram_MB;im_MB;primary_camera_MP;primary_camera_autofocus;primary_camera_LED_flash;primary_camera_VGA;sensor_accelerometer;sensor_fingerprint;sensor_fingerprint_mounted;sensor_heart_rate;sensor_iris_scanner;sensor_proximity;sensor_temperature
_OT 155;Alcatel;2004;1;null;null;N;Y;null;Li-Ion;N;Grayscale graphic;1.5538461538;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT 355;Alcatel;2004;1;null;null;N;Y;720;Li-Ion;N;CSTN  64K colors;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT 557;Alcatel;2004;3;null;null;N;Y;800;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT 153;Alcatel;2004;3;null;null;N;Y;700;Li-Ion;N;Grayscale graphic;1.75;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT 565;Alcatel;2004;4;null;null;N;Y;800;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;3.0;null;N;N;Y;N;N;null;N;N;N;N
_OT 757;Alcatel;2004;4;null;null;N;Y;950;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;4.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C551;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;3.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C555;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C652;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;3.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C656;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C651;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;5.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-S853;Alcatel;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;26;N;Y;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-E252;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;CSTN  4096 colors;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E157;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;Grayscale graphic;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E159;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;STN  monochrome graphics;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E158;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;Grayscale graphic  STN;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E256;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;CSTN  4096 colors;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E259;Alcatel;2005;1;null;null;N;Y;650;Li-Ion;N;CSTN  4096 colors;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-S850;Alcatel;2005;2;null;null;N;Y;500;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;3.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-C552;Alcatel;2005;3;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;3.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C750;Alcatel;2005;3;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;3.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-E160;Alcatel;2005;3;null;null;N;Y;650;Li-Ion;N;STN  monochrome graphics;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E257;Alcatel;2005;3;null;null;N;Y;650;Li-Ion;N;CSTN  4096 colors;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-C635;Alcatel;2006;null;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;25;N;N;null;4.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-E260;Alcatel;2006;1;null;null;N;Y;650;Li-Ion;N;CSTN  4096 colors;1.275;18;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-C560;Alcatel;2006;1;February;2;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;22;N;N;null;4.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C550;Alcatel;2006;1;February;2;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;22;N;N;null;4.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C630;Alcatel;2006;1;February;2;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;25;N;N;null;4.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-E100;Alcatel;2006;1;February;2;N;Y;650;Li-Ion;N;Color graphic;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E105;Alcatel;2006;1;February;2;N;Y;650;Li-Ion;N;Monochrome graphics;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E265;Alcatel;2006;1;February;2;N;Y;650;Li-Ion;N;CSTN  4096 colors;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E801;Alcatel;2006;1;February;2;N;Y;null;Li-Ion;N;CSTN  65K colors;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E205;Alcatel;2006;4;October;10;N;Y;650;Li-Ion;N;4K colors;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-C700A;Alcatel;2007;null;null;null;N;Y;750;Li-Ion;N;TFT  65K colors;1.25;25;N;N;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-E207;Alcatel;2007;null;null;null;N;Y;720;Li-Ion;N;CSTN  65K colors;1.2631578947;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-C507;Alcatel;2007;1;February;2;N;Y;750;Li-Ion;Y;TFT  65K colors;1.0;16;N;N;null;1.0;null;N;N;Y;N;N;null;N;N;N;N
_Lollipops;Alcatel;2007;1;February;2;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;25;N;N;null;4.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C707;Alcatel;2007;1;February;2;N;Y;750;Li-Ion;;TFT  65K colors;1.25;25;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-C701;Alcatel;2007;1;February;2;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;25;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_ELLE No 3;Alcatel;2007;1;February;2;N;Y;700;Li-Ion;Y;TFT  256K colors;1.25;23;N;N;null;12.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-C825;Alcatel;2007;1;February;2;N;Y;700;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-C717;Alcatel;2007;1;February;2;N;Y;720;Li-Ion;Y;TFT  65K colors;1.25;24;N;N;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-E201;Alcatel;2007;1;February;2;N;Y;720;Li-Ion;N;CSTN  65K colors;1.2631578947;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E101;Alcatel;2007;1;February;2;N;Y;720;Li-Ion;N;Monochrome graphic;1.5;12;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E225;Alcatel;2007;1;February;2;N;Y;650;Li-Ion;N;Monochrome graphic;1.275;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E220;Alcatel;2007;1;February;2;N;Y;650;Li-Ion;N;4K colors;1.5;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E221;Alcatel;2007;1;February;2;N;Y;750;Li-Ion;N;TFT  65K colors;1.0;18;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E227;Alcatel;2007;1;February;2;N;Y;750;Li-Ion;N;TFT  65K colors;1.0;18;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E230;Alcatel;2007;1;February;2;N;Y;650;Li-Ion;N;CSTN  4096 colors;1.275;13;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-E805;Alcatel;2007;1;February;2;N;Y;650;Li-Ion;N;CSTN  65K colors;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Mandarina Duck;Alcatel;2007;4;October;10;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;null;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-S521A;Alcatel;2008;null;null;null;N;Y;750;Li-Ion;N;STN;1.25;21;N;N;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-V570;Alcatel;2008;null;null;null;N;Y;750;Li-Ion;N;CSTN  65K colors;1.25;25;N;N;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-S626A;Alcatel;2008;null;null;null;N;Y;750;Li-Ion;Y;CSTN  65K colors;1.25;21;N;N;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-S211;Alcatel;2008;null;null;null;N;Y;670;Li-Ion;N;CSTN  65K colors;1.0;16;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-S215A;Alcatel;2008;null;null;null;N;Y;670;Li-Ion;N;CSTN  65K colors;1.25;23;N;Y;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_OT-S320;Alcatel;2008;null;null;null;N;Y;750;Li-Ion;Y;STN  65K colors;1.25;25;N;Y;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_OT-V607A;Alcatel;2008;1;February;2;N;Y;750;Li-Ion;N;TFT  65K colors;1.25;24;N;N;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-V670;Alcatel;2008;1;February;2;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;25;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-V212;Alcatel;2008;1;February;2;N;Y;670;Li-Ion;N;CSTN  65K colors;1.0;16;N;null;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-S621;Alcatel;2008;1;February;2;N;Y;750;Li-Ion;Y;STN  65K colors;1.25;21;N;N;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-S920;Alcatel;2008;1;February;2;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;23;N;N;null;40.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-I650 SPORT;Alcatel;2008;1;February;2;N;Y;1000;Li-Ion;Y;OLED  65K colors;1.25;22;N;N;null;2.0;1.3;N;N;N;Y;N;null;N;N;N;N
_OT-I650 PRO;Alcatel;2008;1;February;2;N;Y;1000;Li-Ion;Y;OLED  65K colors;1.25;22;N;Y;null;2.0;1.3;N;N;N;Y;N;null;N;N;N;N
_OT-S210;Alcatel;2008;1;February;2;N;Y;670;Li-Ion;N;STN  65K colors;1.0;16;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-S107;Alcatel;2008;1;February;2;N;Y;720;Li-Ion;N;STN  monochrome graphics;1.5;12;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-S120;Alcatel;2008;1;February;2;N;Y;670;Li-Ion;N;STN  monochrome graphics;1.5;11;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-S319;Alcatel;2008;1;February;2;N;Y;750;Li-Ion;N;STN  65K colors;1.25;25;N;N;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_OT-S218;Alcatel;2008;1;February;2;N;Y;670;Li-Ion;Y;STN  65K colors;1.25;23;N;Y;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_OT-V770;Alcatel;2008;1;January;1;Y;Y;750;Li-Ion;Y;TFT  256K colors;1.25;21;N;N;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-V270;Alcatel;2008;1;January;1;N;Y;750;Li-Ion;N;TFT  65K colors;1.0;18;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Mandarina Duck Moon;Alcatel;2008;4;November;11;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;null;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-222;Alcatel;2009;null;null;null;N;Y;650;Li-Ion;N;CSTN  65K colors;1.0;16;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-S520;Alcatel;2009;1;February;2;N;Y;750;Li-Ion;N;STN  65K colors;1.25;22;N;N;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-102;Alcatel;2009;1;February;2;N;Y;720;Li-Ion;N;STN  monochrome graphics;1.5;12;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-111;Alcatel;2009;1;February;2;N;Y;670;Li-Ion;N;STN  monochrome graphics;1.53125;11;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-202;Alcatel;2009;1;February;2;N;Y;720;Li-Ion;N;CSTN  65K colors;1.5;11;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-303;Alcatel;2009;1;March;3;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;20;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-363;Alcatel;2009;1;March;3;N;Y;650;Li-Ion;Y;CSTN  65K colors;1.25;25;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-600;Alcatel;2009;1;March;3;N;Y;750;Li-Ion;Y;CSTN  65K colors;1.25;21;N;null;null;2.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-280;Alcatel;2009;1;March;3;N;Y;650;Li-Ion;N;CSTN  65K colors;1.25;24;N;N;null;0.5;null;N;N;N;N;N;null;N;N;N;N
_OT-383;Alcatel;2009;2;June;6;N;Y;650;Li-Ion;Y;TFT  65K colors;1.25;24;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-660;Alcatel;2009;2;June;6;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;23;N;Y;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-708 One Touch MINI;Alcatel;2009;2;June;6;N;Y;750;Li-Ion;Y;TFT touchscreen  256K colors;1.3333333333;35;N;Y;null;5.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-203;Alcatel;2009;2;June;6;N;Y;650;Li-Ion;N;CSTN  65K colors;1.0;14;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-S121;Alcatel;2009;2;June;6;N;Y;670;Li-Ion;N;STN  monochrome graphics;1.53125;11;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-103;Alcatel;2009;2;June;6;N;Y;650;Li-Ion;N;STN  monochrome graphics;1.5;10;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-800 One Touch Tribe;Alcatel;2009;2;June;6;N;Y;850;Li-Ion;Y;TFT  256K colors;1.3333333333;23;N;Y;null;20.0;2.0;N;N;N;N;N;null;N;N;N;N
_Roadsign;Alcatel;2009;3;August;8;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;25;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-800 One Touch CHROME;Alcatel;2009;3;August;8;N;Y;850;Li-Ion;Y;TFT  256K colors;1.3333333333;23;N;Y;null;20.0;2.0;N;N;N;N;N;null;N;N;N;N
_ELLE GlamPhone;Alcatel;2009;3;July;7;N;Y;720;Li-Ion;Y;TFT  65K colors;1.25;24;N;N;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_Miss Sixty 2009;Alcatel;2009;3;July;7;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;23;N;Y;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-106;Alcatel;2009;4;December;12;N;Y;650;Li-Ion;N;STN  monochrome graphics;1.46875;9;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-802 Wave;Alcatel;2009;4;December;12;N;Y;850;Li-Ion;Y;TFT   256K colors;1.3333333333;27;N;Y;null;60.0;2.0;N;N;N;N;N;null;N;N;N;N
_Crystal;Alcatel;2009;4;October;10;N;Y;720;Li-Ion;Y;TFT  65K colors;1.25;23;N;N;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-706;Alcatel;2010;null;null;null;Y;Y;650;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;35;N;Y;null;1.0;1.3;N;N;N;N;N;null;N;N;N;N
_OT-223;Alcatel;2010;null;null;null;N;Y;500;Li-Ion;N;TFT  65K colors;1.0;16;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-105;Alcatel;2010;null;null;null;N;Y;500;Li-Ion;N;Monochrome graphic;1.5;10;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-300;Alcatel;2010;1;February;2;N;Y;500;Li-Ion;N;CSTN  65K colors;1.0;13;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-216;Alcatel;2010;1;February;2;N;Y;650;Li-Ion;N;CSTN  65K colors;1.0;14;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_OT-305;Alcatel;2010;1;February;2;N;Y;500;Li-Ion;N;TFT  65K colors;1.0;13;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-301;Alcatel;2010;1;February;2;N;Y;500;Li-Ion;Y;CSTN  65K colors;1.0;14;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-505;Alcatel;2010;1;February;2;N;Y;650;Li-Ion;Y;TFT  65K colors;1.25;20;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-508A;Alcatel;2010;1;February;2;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;20;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-380;Alcatel;2010;1;February;2;N;Y;650;Li-Ion;Y;TFT  65K colors;1.25;24;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-565;Alcatel;2010;1;February;2;N;Y;650;Li-Ion;Y;TFT   65K colors;1.25;21;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-606 One Touch CHAT;Alcatel;2010;1;February;2;Y;Y;670;Li-Ion;Y;TFT  256K colors;1.3333333333;27;N;Y;null;4.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-208;Alcatel;2010;1;February;2;N;Y;500;Li-Ion;N;CSTN  65K colors;1.0;13;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-108;Alcatel;2010;1;February;2;N;Y;500;Li-Ion;N;STN  monochrome graphics;1.5;10;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-252;Alcatel;2010;1;February;2;N;Y;500;Li-Ion;N;TFT  65K colors;1.25;17;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-808;Alcatel;2010;1;February;2;N;Y;850;Li-Ion;Y;TFT  65K colors;1.3333333333;35;N;Y;null;80.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-806;Alcatel;2010;1;February;2;Y;Y;850;Li-Ion;Y;TFT touchscreen  256K colors;1.3333333333;34;N;Y;null;70.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-880 One Touch XTRA;Alcatel;2010;1;February;2;Y;Y;850;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;29;N;Y;null;60.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-980;Alcatel;2010;1;February;2;Y;Y;1150;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;37;Y;N;null;194.0;2.0;N;N;N;Y;N;null;N;N;N;N
_OT-255;Alcatel;2010;1;February;2;N;Y;650;Li-Ion;N;TFT  65K colors;1.25;17;N;Y;null;8.0;null;N;N;N;N;N;null;N;N;N;N
_OT-909 One Touch MAX;Alcatel;2010;1;February;2;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;37;Y;Y;null;88.0;2.0;N;N;N;Y;N;null;N;N;N;N
_Miss Sixty;Alcatel;2010;1;February;2;Y;Y;850;Li-Ion;Y;TFT resistive touchscreen  65K colors;1.3333333333;29;N;Y;null;60.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-710;Alcatel;2010;1;February;2;Y;Y;850;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;41;N;Y;null;5.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-206;Alcatel;2010;2;April;4;N;Y;650;Li-Ion;N;CSTN  65K colors;1.0;14;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_Net;Alcatel;2010;2;June;6;N;Y;850;Li-Ion;Y;TFT  65K colors;1.3333333333;27;N;Y;null;80.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-910;Alcatel;2011;null;null;null;Y;Y;1300;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.3333333333;35;Y;Y;null;150.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_OT-810D;Alcatel;2011;null;null;null;Y;Y;850;Li-Ion;Y;TFT  256K colors;1.3333333333;36;N;Y;null;70.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-813F;Alcatel;2011;null;null;null;Y;Y;null;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;25;N;Y;null;50.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-908F;Alcatel;2011;null;null;null;Y;Y;null;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.3333333333;38;Y;Y;null;null;2.0;N;N;N;Y;N;null;N;N;Y;N
_OT-330;Alcatel;2011;null;null;null;Y;Y;850;Li-Ion;N;TFT  256K colors;1.25;19;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-690;Alcatel;2011;null;null;null;Y;Y;850;Li-Ion;Y;TFT  256K colors;1.25;23;N;Y;null;null;2.0;N;N;N;N;N;null;N;N;N;N
_OT-818;Alcatel;2011;1;null;null;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.6666666667;49;N;Y;null;50.0;2.0;N;N;N;Y;N;null;N;N;N;N
_OT-306;Alcatel;2011;1;February;2;N;Y;500;Li-Ion;N;TFT  65K colors;1.0;13;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-355;Alcatel;2011;1;February;2;Y;Y;650;Li-Ion;N;TFT  65K colors;1.25;17;N;Y;null;7.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-361;Alcatel;2011;1;February;2;Y;Y;650;Li-Ion;Y;TFT  256K colors;1.25;24;N;Y;null;8.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-990;Alcatel;2011;1;February;2;Y;Y;1300;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.5;50;Y;Y;null;150.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_OT-112;Alcatel;2011;1;February;2;N;Y;500;Li-Ion;N;Monochrome graphic;1.5;10;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-890;Alcatel;2011;1;February;2;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;38;Y;Y;null;150.0;2.0;N;N;N;Y;N;null;N;N;N;N
_OT-891 Soul;Alcatel;2011;1;February;2;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;39;Y;Y;null;150.0;2.0;N;N;N;Y;N;null;N;N;N;N
_OT-113;Alcatel;2011;1;February;2;N;Y;500;Li-Ion;N;Monochrome graphic;1.5;10;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-213;Alcatel;2011;1;February;2;N;Y;500;Li-Ion;N;CSTN  65K colors;1.0;13;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-109;Alcatel;2011;1;February;2;N;Y;500;Li-Ion;N;Monochrome graphic;1.5;10;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-209;Alcatel;2011;1;February;2;N;Y;500;Li-Ion;N;CSTN  65K colors;1.0;13;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-799 Play;Alcatel;2011;1;February;2;N;Y;850;Li-Ion;Y;TFT  65K colors;1.3333333333;27;N;Y;null;70.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-803;Alcatel;2011;1;February;2;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;25;N;Y;null;50.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-807;Alcatel;2011;1;February;2;Y;Y;850;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;34;N;Y;null;60.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-900;Alcatel;2011;1;February;2;Y;Y;1000;Li-Ion;Y;TFT  256K colors;1.3333333333;25;N;Y;null;50.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-908;Alcatel;2011;1;February;2;Y;Y;1300;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.3333333333;38;Y;Y;null;150.0;2.0;N;N;N;Y;N;null;N;N;Y;N
_OT-506;Alcatel;2011;1;February;2;Y;Y;650;Li-Ion;Y;TFT  65K colors;1.25;20;N;Y;null;2.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-665;Alcatel;2011;1;February;2;Y;Y;650;Li-Ion;Y;TFT  256K colors;1.25;21;N;Y;null;2.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-905;Alcatel;2011;1;February;2;Y;Y;850;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;38;N;Y;null;50.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-888;Alcatel;2011;2;null;null;Y;Y;850;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.6666666667;45;N;Y;null;50.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-890D;Alcatel;2011;2;May;5;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;38;Y;Y;null;150.0;2.0;N;N;N;Y;N;null;N;N;N;N
_OT-813D;Alcatel;2011;2;May;5;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;25;N;Y;null;50.0;2.0;N;N;N;N;N;null;N;N;N;N
_OT-918D;Alcatel;2011;3;null;null;Y;Y;1300;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.5;46;Y;Y;256.0;512.0;3.15;N;N;N;Y;N;null;N;N;Y;N
_OT-385;Alcatel;2011;3;August;8;Y;Y;850;Li-Ion;N;TFT  256K colors;1.25;20;N;Y;null;4.0;null;N;N;Y;N;N;null;N;N;N;N
_OT-117;Alcatel;2011;3;August;8;N;Y;500;Li-Ion;N;Monochrome graphic;1.5;10;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-217;Alcatel;2011;3;August;8;N;Y;500;Li-Ion;N;TFT  65K colors;1.0;13;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_OT-585;Alcatel;2011;3;July;7;Y;Y;850;Li-Ion;Y;TFT  256K colors;1.25;20;N;Y;null;2.0;2.0;N;N;N;N;N;null;N;N;N;N
